5	5	10
1	110	31
2	70	37
3	100	36
4	90	36
5	100	36
6	70	38
7	100	38
8	90	38
9	80	37
10	90	39
11	100	35
12	90	38
13	80	39
14	80	39
15	100	40
16	90	39
17	80	38
18	90	40
19	100	41
20	70	40
21	100	40
22	90	40
23	100	42
24	70	40
25	100	40
26	80	40
27	120	38
28	170	40
29	100	37
30	70	41
31	100	38
32	90	36
33	100	36
34	90	36
35	90	41
36	80	41
37	90	39
38	80	39
39	100	41
40	90	38
41	90	37
42	100	40
43	140	40
44	90	40
45	100	39
46	90	38
47	80	40
48	90	40
49	100	36
50	70	40
51	100	43
52	80	42
53	90	42
54	80	42
55	90	43
56	90	42
57	80	39
58	80	41
59	90	42
60	80	40
61	90	40
62	80	40
63	90	41
64	80	41
65	100	40
66	90	39
67	90	39
68	80	39
69	100	38
70	90	39
71	90	33
72	80	39
73	90	36
74	100	39
75	90	39
76	100	40
77	90	40
78	80	43
79	90	39
80	80	38
81	90	40
82	100	41
83	80	38
84	90	39
85	80	38
86	90	38
