80
15
S
1	0	61	56	57	54	64	58	54	52	56	52	56	53	56	61	61	59	57	60	53	56	54	57	57	57	62	56	57	58	56	56	58	53	58	56	58	56	55	57	57	57	56	56	54	53	54	54	54	47	52	54	53	55	57	54	56	57	53	55	52	55	53	54	52	52	57	51	54	57	51	56	53	53	54	57	45	52	58	59	
2	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	6800	92	94	94	95	97	91	94	96	91	93	91	90	90	94	94	93	90	92	95	89	90	87	92	92	94	93	91	91	91	91	94	90	93	93	94	94	94	93	93	93	78	78	83	80	82	85	81	82	76	92	83	81	81	85	76	73	73	76	80	70	83	79	89	82	83	89	84	80	69	89	87	88	71	80	82	80	89	81	
5	9400	78	85	80	83	76	77	83	88	79	95	82	82	84	79	79	88	82	94	82	84	79	82	81	81	89	84	89	87	90	90	86	82	85	88	81	91	85	77	77	83	81	81	77	72	70	68	72	78	77	80	75	71	78	75	70	69	76	76	71	77	78	76	75	75	76	77	80	75	76	74	75	77	72	79	77	78	76	81	
6	10500	87	89	89	89	93	92	90	95	93	96	93	88	91	90	90	89	90	93	87	89	93	91	93	93	90	91	92	91	90	90	89	88	88	87	92	87	86	89	89	85	85	85	50	74	67	47	45	73	75	79	79	81	81	58	59	78	76	77	77	78	70	81	77	80	73	74	78	78	79	60	74	76	82	75	74	78	81	79	
7	11500	91	89	93	92	99	91	91	99	97	97	94	99	99	89	97	93	96	99	93	91	83	96	88	89	101	91	88	101	95	95	94	93	94	91	90	94	91	97	94	90	90	86	84	76	71	62	56	80	77	83	84	82	81	76	69	72	74	75	68	74	65	75	73	77	71	75	75	75	73	80	70	67	79	80	74	74	79	82	
8	12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	15100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	17100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	23100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	25100	92	93	91	95	94	96	95	94	94	90	90	91	94	88	92	92	92	89	89	90	93	92	92	91	90	90	91	92	89	89	94	91	89	93	93	96	95	96	94	97	93	93	93	93	90	85	88	91	88	90	90	91	94	90	90	88	90	85	86	88	87	85	85	86	87	86	85	86	86	87	88	90	88	88	88	86	89	85	
13	27100	87	83	81	89	88	93	92	87	87	91	88	87	86	91	87	87	85	87	92	89	91	88	92	93	92	95	89	87	90	90	88	90	87	89	90	91	91	95	95	97	97	97	94	95	90	91	89	91	88	82	74	71	73	76	81	83	88	85	73	71	75	76	87	86	85	88	86	86	84	83	83	87	88	88	88	86	87	86	
14	33100	102	99	101	100	99	98	95	104	97	92	101	97	99	87	96	96	94	95	99	106	108	99	103	101	96	99	100	102	105	99	99	100	105	106	100	108	101	102	109	104	102	101	98	100	92	88	87	89	81	21	25	25	25	32	83	97	90	87	90	87	23	60	91	89	94	93	91	90	91	90	71	93	93	94	94	92	94	97	
15	35300	87	89	91	84	89	88	84	86	89	83	88	84	87	88	88	87	88	83	84	85	89	89	87	87	86	85	84	82	87	87	88	85	82	88	87	88	89	89	89	87	88	88	82	83	80	80	75	75	79	83	74	70	75	79	67	74	74	73	62	70	68	63	46	71	69	70	73	75	74	76	51	76	77	76	74	75	73	77	
