3	15	40
1	110	8
2	90	9
3	100	9
4	90	7
5	110	7
6	90	7
7	100	7
8	90	7
9	90	9
10	100	8
11	90	7
12	100	11
13	90	9
14	90	8
15	100	9
16	90	10
17	110	10
18	80	11
19	100	8
20	90	11
21	80	12
22	110	13
23	90	11
24	100	13
25	90	13
26	90	11
27	100	11
28	90	11
29	100	12
30	90	13
31	90	14
32	100	14
33	90	14
34	110	11
35	90	12
36	100	14
37	90	14
38	90	13
39	100	14
40	90	13
41	100	11
42	90	10
43	90	9
44	100	9
45	90	8
46	110	11
47	90	11
48	100	9
49	90	12
50	100	11
51	90	12
52	90	9
53	100	9
54	90	9
55	90	9
56	100	9
57	90	10
58	100	11
59	90	11
60	90	10
61	100	11
62	90	11
63	90	11
64	100	12
65	90	14
66	100	12
67	100	13
68	100	12
69	90	11
70	100	12
71	90	13
72	80	12
73	110	14
74	90	14
75	90	11
76	100	12
77	90	12
78	100	11
79	90	15
80	90	13
81	100	12
82	80	12
83	100	10
84	80	12
85	110	11
86	100	12
87	90	11
88	90	9
89	100	9
90	90	9
91	110	11
92	90	10
93	100	9
94	90	11
95	100	8
96	90	10
